sentiment_analysis,release_date
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
1.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
0.0,2006-11-29
2.0,2006-11-29
0.0,2006-11-29
1.0,2006-11-29
2.0,2006-11-29
1.0,2011-01-25
0.0,2011-01-25
2.0,2011-01-25
0.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
0.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
0.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
0.0,2011-01-25
0.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
0.0,2011-01-25
0.0,2011-01-25
0.0,2011-01-25
0.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
1.0,2011-01-25
0.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
0.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
0.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
0.0,2011-01-25
0.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
1.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
1.0,2011-01-25
1.0,2011-01-25
2.0,2011-01-25
1.0,2011-01-25
0.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
2.0,2011-01-25
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
1.0,2016-11-18
0.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
0.0,2016-11-18
1.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
1.0,2016-11-18
1.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
1.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
0.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
1.0,2016-11-18
1.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
1.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
0.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
1.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2016-11-18
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
0.0,2011-10-31
1.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,2011-10-31
2.0,
1.0,
2.0,
2.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
0.0,
2.0,
1.0,
1.0,
0.0,
1.0,
2.0,
0.0,
0.0,
0.0,
2.0,
1.0,
2.0,
1.0,
2.0,
1.0,
1.0,
2.0,
2.0,
2.0,
0.0,
0.0,
2.0,
1.0,
0.0,
2.0,
2.0,
1.0,
0.0,
1.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
0.0,
0.0,
2.0,
2.0,
2.0,
2.0,
1.0,
0.0,
1.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
0.0,
2.0,
0.0,
2.0,
1.0,
0.0,
0.0,
0.0,
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,
1.0,
1.0,
1.0,
0.0,
2.0,
1.0,
1.0,
1.0,
2.0,
1.0,
2.0,
1.0,
2.0,
1.0,
2.0,
0.0,
2.0,
0.0,
1.0,
2.0,
0.0,
0.0,
2.0,
2.0,
1.0,
2.0,
0.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
1.0,
1.0,
0.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
1.0,
1.0,
2.0,
1.0,
2.0,
1.0,
0.0,
1.0,
1.0,
2.0,
0.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,
2.0,
1.0,
1.0,
0.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
2.0,
0.0,
2.0,
0.0,
1.0,
2.0,
1.0,
2.0,
1.0,
2.0,
1.0,
1.0,
0.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
0.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
1.0,
0.0,
0.0,
0.0,
2.0,
1.0,
1.0,
0.0,
2.0,
1.0,
2.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
2.0,
0.0,
2.0,
0.0,
2.0,
1.0,
2.0,
1.0,
2.0,
1.0,
1.0,
0.0,
2.0,
0.0,
2.0,
2.0,
2.0,
0.0,
2.0,
0.0,
1.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
0.0,
0.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
1.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
1.0,
2.0,
2.0,
1.0,
1.0,
2.0,
1.0,
1.0,
2.0,
2.0,
2.0,
1.0,
2.0,
1.0,
1.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
1.0,
1.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
1.0,
0.0,
1.0,
2.0,
2.0,
0.0,
2.0,
2.0,
0.0,
2.0,
1.0,
2.0,
2.0,
2.0,
1.0,
2.0,
1.0,
1.0,
2.0,
0.0,
1.0,
0.0,
0.0,
0.0,
1.0,
1.0,
2.0,
1.0,
0.0,
0.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
0.0,
1.0,
1.0,
2.0,
1.0,
2.0,
2.0,
1.0,
0.0,
1.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
0.0,
0.0,
1.0,
1.0,
0.0,
2.0,
1.0,
1.0,
1.0,
1.0,
2.0,
0.0,
1.0,
1.0,
1.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
1.0,
2.0,
0.0,
1.0,
1.0,
2.0,
2.0,
1.0,
2.0,
1.0,
1.0,
2.0,
0.0,
2.0,
0.0,
1.0,
0.0,
2.0,
2.0,
2.0,
2.0,
1.0,
1.0,
2.0,
1.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
0.0,
2.0,
1.0,
1.0,
1.0,
2.0,
2.0,
2.0,
1.0,
0.0,
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,
2.0,
1.0,
2.0,
1.0,
1.0,
1.0,
2.0,
2.0,
2.0,
0.0,
0.0,
1.0,
2.0,
1.0,
2.0,
1.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
1.0,
0.0,
1.0,
1.0,
1.0,
0.0,
1.0,
1.0,
0.0,
1.0,
0.0,
2.0,
1.0,
1.0,
1.0,
2.0,
0.0,
2.0,
1.0,
0.0,
0.0,
0.0,
2.0,
2.0,
0.0,
2.0,
1.0,
2.0,
0.0,
2.0,
2.0,
2.0,
1.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,
1.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
0.0,
1.0,
2.0,
2.0,
0.0,
2.0,
2.0,
0.0,
0.0,
2.0,
1.0,
2.0,
2.0,
2.0,
1.0,
2.0,
1.0,
0.0,
0.0,
1.0,
0.0,
1.0,
0.0,
2.0,
0.0,
1.0,
0.0,
1.0,
2.0,
2.0,
1.0,
2.0,
0.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
0.0,
0.0,
2.0,
2.0,
0.0,
1.0,
2.0,
2.0,
2.0,
1.0,
1.0,
2.0,
1.0,
1.0,
0.0,
2.0,
2.0,
2.0,
1.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
1.0,
1.0,
1.0,
2.0,
2.0,
1.0,
2.0,
1.0,
2.0,
1.0,
2.0,
2.0,
0.0,
0.0,
2.0,
2.0,
2.0,
0.0,
1.0,
2.0,
1.0,
0.0,
2.0,
2.0,
0.0,
1.0,
2.0,
0.0,
0.0,
1.0,
1.0,
2.0,
0.0,
0.0,
2.0,
1.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
1.0,
1.0,
0.0,
2.0,
1.0,
0.0,
2.0,
0.0,
1.0,
0.0,
2.0,
1.0,
2.0,
1.0,
1.0,
2.0,
0.0,
2.0,
2.0,
0.0,
2.0,
1.0,
2.0,
0.0,
0.0,
0.0,
0.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
1.0,
2.0,
1.0,
2.0,
1.0,
1.0,
2.0,
1.0,
2.0,
0.0,
2.0,
2.0,
2.0,
0.0,
0.0,
2.0,
2.0,
2.0,
0.0,
0.0,
2.0,
2.0,
2.0,
1.0,
2.0,
0.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
0.0,
1.0,
2.0,
0.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,
2.0,
0.0,
1.0,
2.0,
2.0,
2.0,
1.0,
2.0,
1.0,
2.0,
0.0,
1.0,
2.0,
1.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
0.0,
2.0,
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,
2.0,
1.0,
1.0,
0.0,
0.0,
1.0,
1.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
0.0,
1.0,
1.0,
2.0,
1.0,
1.0,
2.0,
0.0,
0.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
2.0,
2.0,
2.0,
1.0,
2.0,
1.0,
2.0,
1.0,
1.0,
0.0,
1.0,
0.0,
2.0,
2.0,
0.0,
0.0,
1.0,
2.0,
2.0,
2.0,
2.0,
0.0,
0.0,
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,
0.0,
2.0,
2.0,
0.0,
1.0,
1.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
0.0,
1.0,
2.0,
0.0,
0.0,
1.0,
2.0,
2.0,
1.0,
2.0,
1.0,
1.0,
1.0,
2.0,
0.0,
1.0,
2.0,
2.0,
1.0,
2.0,
0.0,
1.0,
2.0,
2.0,
1.0,
0.0,
2.0,
0.0,
2.0,
2.0,
2.0,
2.0,
2.0,
2.0,
0.0,
1.0,
2.0,
2.0,
2.0,
2.0,
0.0,
2.0,
0.0,
1.0,
2.0,
2.0,
1.0,
0.0,
1.0,
0.0,
0.0,
0.0,
0.0,
2.0,
2.0,
0.0,
1.0,
1.0,
1.0,
1.0,
2.0,
2.0,
1.0,
1.0,
0.0,
2.0,
1.0,
0.0,
0.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
1.0,
0.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
0.0,
0.0,
1.0,
2.0,
0.0,
2.0,
2.0,
1.0,
2.0,
0.0,
2.0,
0.0,
2.0,
1.0,
1.0,
0.0,
2.0,
2.0,
0.0,
1.0,
2.0,
2.0,
2.0,
0.0,
1.0,
1.0,
2.0,
2.0,
1.0,
1.0,
2.0,
2.0,
0.0,
2.0,
2.0,
2.0,
1.0,
1.0,
2.0,
2.0,
2.0,
1.0,
0.0,
1.0,
2.0,
1.0,
2.0,
1.0,
2.0,
2.0,
0.0,
1.0,
1.0,
