genres,release_date,discount_price,price,item_id,developer
"['Casual', 'Indie']",2017-05-25,0.0,0.99,588090,SharkGame
"['Action', 'Adventure', 'Strategy']",2017-05-24,0.0,4.99,640400,Funktronic Labs
"['Utilities', 'Design & Illustration', 'Animation & Modeling']",,0.0,199.99,640720,
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017-05-24,0.0,4.99,625040,MassDiGI
"['Indie', 'Simulation']",2017-05-25,0.0,19.99,641970,FeelThere
"['Adventure', 'Strategy', 'Action', 'Indie', 'RPG', 'VR']",,0.0,9.99,635270,
"['Early Access', 'Simulation', 'Sports', 'Indie', 'Casual', 'VR']",,0.0,7.99,607720,
"['Casual', 'Action', 'Indie', 'Sports', 'VR', 'Fishing']",,0.0,19.99,594370,
"['Action', 'Indie']",2017-05-25,0.0,7.99,623230,Polygon Art
"['Action', 'Indie', 'VR', 'Bullet Time', 'Shooter']",,0.0,24.99,617830,
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2017-05-25,0.0,19.99,504050,Craneballs
"['Adventure', 'Indie', 'RPG', 'Strategy']",2016-02-25,0.0,14.99,376410,Nodbrim Interactive
"['Casual', 'Indie', 'Simulation']",2017-05-25,0.0,5.99,608760,JoyBits Ltd.
['Action'],2017-05-25,0.0,19.99,460810,"PlatinumGames,Little Stone Software"
"['Action', 'Adventure', 'Indie', 'Strategy']",2015-08-03,0.0,14.99,352460,Section Studios
"['Action', 'Adventure', 'Indie', 'Racing', 'Sports']",2017-05-23,0.0,14.99,592020,Happy Badger Studio
"['Massively Multiplayer', 'RPG', 'Strategy']",2017-05-23,0.0,0.0,598680,The Ninth Art
"['Action', 'Indie']",2017-05-24,0.0,14.99,633440,Gamera Interactive
['Simulation'],2017-05-24,0.0,4.99,513112,Matrix Trains
['Simulation'],2017-05-24,0.0,4.99,513113,Matrix Trains
"['Action', 'Adventure', 'Indie']",2017-05-24,0.0,9.99,452060,Rupeck Games
['Simulation'],2017-05-24,0.0,4.99,513114,Matrix Trains
['Simulation'],2017-05-24,0.0,4.99,513111,Matrix Trains
"['Action', 'Adventure', 'Indie']",2017-05-24,0.0,1.99,641430,Rupeck Games
"['RPG', 'Simulation', 'Strategy']",2017-02-09,0.0,9.99,489370,Sproing
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",2017-05-24,0.0,9.99,638180,Playful Corporation
"['Casual', 'Indie', 'Simulation', 'Strategy']",2017-01-05,0.0,4.99,576320,Frismos
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-05-24,0.0,9.99,625700,"gsmpcgame,globalsoccermanager,Andrea Hochstein"
"['Action', 'Casual', 'Indie']",2017-05-24,0.0,0.99,627700,"PowPow,Glitch Dealers"
"['Action', 'Indie']",2017-05-23,0.0,3.99,629720,Khundar
['Simulation'],2017-05-23,0.0,0.0,610040,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc."
"['Casual', 'Simulation']",2017-05-23,0.0,7.99,590221,Ubisoft - San Francisco
"['Casual', 'Simulation']",2017-05-23,0.0,2.99,590222,Ubisoft - San Francisco
"['Casual', 'Simulation']",2017-05-23,0.0,2.99,590223,Ubisoft - San Francisco
"['Casual', 'Simulation']",2017-05-23,0.0,2.99,590224,Ubisoft - San Francisco
"['Action', 'Simulation', 'Strategy']",2017-05-23,0.0,39.99,572410,Eugen Systems
['Action'],2017-05-23,0.0,49.99,595740,"KOEI TECMO GAMES CO., LTD."
"['Action', 'Indie', 'VR', 'Sci-fi', 'Robots']",,0.0,4.99,490170,
['Adventure'],2001-08-20,0.0,9.99,615780,HeR Interactive
"['Adventure', 'Indie', 'Simulation']",2017-05-22,0.0,19.99,468000,Mojo Bones
['Action'],,0.0,0.0,639550,
"['Action', 'Adventure', 'Indie']",2017-05-22,0.0,5.99,577131,Krome Studios
"['Action', 'Adventure', 'Indie']",2017-05-22,0.0,4.99,577130,Krome Studios
"['Action', 'Indie', 'RPG']",2017-05-22,0.0,9.99,422030,Varia Games
"['Strategy', 'VR']",,0.0,14.99,638900,
"['Early Access', 'VR', 'Strategy', 'Simulation', 'Action', 'RPG', 'Indie']",,0.0,9.99,624830,
"['Adventure', 'Casual', 'Indie', 'Simulation']",2017-05-23,0.0,2.99,628240,Blue Giraffe
"['Adventure', 'Indie']",2017-05-23,0.0,9.99,632070,"Act 3 Games, LLC"
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017-05-19,0.0,4.99,386200,Craig Daversa
"['Adventure', 'Casual', 'Indie', 'Simulation']",2017-05-23,0.0,12.99,605990,Blue Giraffe
"['Indie', 'Strategy']",2017-05-19,0.0,14.99,632380,The Selenite Forge
"['Free to Play', 'Racing', 'Simulation', 'Sports', 'Multiplayer', 'VR']",,0.0,0.0,585000,
"['Adventure', 'Casual', 'Indie', 'Early Access']",2017-05-21,0.0,0.99,604490,AVP
"['Action', 'Adventure', 'Indie', 'RPG']",2017-05-21,0.0,1.99,575770,Indie Games Studio
"['Action', 'Indie']",2017-05-21,0.0,0.99,603130,FreezeNova
"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",2017-05-22,0.0,119.99,641020,"Dragonfly GF Co., LTD"
"['Indie', 'Simulation']",2017-05-22,0.0,9.99,635370,FeelThere
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-22,0.0,,640200,WEBZEN Inc.
"['Action', 'Bullet Time', 'FPS', 'Indie', 'VR', 'Multiplayer', 'Horror', 'Survival', 'Robots', 'Sci-fi', 'Shooter', 'Futuristic', 'Gore', 'Zombies', 'Violent', 'Adventure']",,0.0,24.99,543390,
['Strategy'],2002-08-30,0.0,5.99,612520,Fireglow
['Strategy'],2001-01-24,0.0,5.99,612300,Fireglow
['Video Production'],,0.0,0.0,616810,
"['Action', 'Free to Play', 'Strategy']",2017-05-22,0.0,9.99,639070,Sparkypants Studios LLC
['Strategy'],2007-12-07,0.0,5.99,612540,Fireglow
"['Casual', 'Indie', 'RPG']",2017-05-19,0.0,5.99,554220,NCR Games
"['Action', 'Indie']",2017-05-19,0.0,6.99,633130,Brainwash Gang
"['Action', 'Indie']",2017-05-19,0.0,3.99,636290,Brainwash Gang
"['Casual', 'Indie', 'Strategy']",2017-05-19,0.0,1.99,637001,Blue Wizard Digital
"['Casual', 'Indie', 'Strategy']",2017-05-19,0.0,0.99,637000,Blue Wizard Digital
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017-05-19,0.0,4.99,596280,BefuddleBug
"['Free to Play', 'Indie', 'Simulation']",2017-05-19,0.0,9.99,641440,Noble Empire Corp.
"['Action', 'Adventure', 'Indie']",2017-05-19,0.0,4.99,597150,Endless Loop Studios
"['Adventure', 'Casual', 'Indie']",2017-05-19,0.0,5.99,376490,Holdbrand Ltd
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017-05-18,0.0,17.99,591370,Positech Games
"['Early Access', 'Indie', 'Casual']",,0.0,2.99,568420,
"['Action', 'Indie', 'Early Access']",2017-05-18,0.0,14.99,636480,SteelRaven7
"['Simulation', 'Early Access']",2017-05-18,0.0,24.99,389280,Dovetail Games
"['Adventure', 'Casual']",2017-05-18,0.0,9.99,599560,Brave Giant LTD
"['Indie', 'Racing', 'Simulation', 'Sports']",2017-05-18,0.0,7.99,619680,Kunos Simulazioni
"['Action', 'Indie']",2017-08-31,0.0,4.99,607400,Cat Nigiri
"['Action', 'Adventure']",2017-05-18,0.0,9.99,525031,Ubisoft
"['Adventure', 'Indie']",2017-05-17,0.0,8.99,638860,Rice Cooker Republic
"['Animation & Modeling', 'Design & Illustration']",,0.0,4.99,506750,
"['Animation &amp; Modeling', 'Video Production']",2017-05-17,0.0,299.99,571690,Holotech Studios
['Simulation'],2017-05-17,0.0,4.99,513115,Bossman Games
"['Action', 'Indie']",2017-05-17,0.0,5.99,616880,Happy Robot Games
"['Action', 'Indie']",2017-05-17,0.0,1.99,506730,Racing Bros
"['Early Access', 'Action', 'Indie', 'Sports']",,0.0,19.99,591140,
['Indie'],2017-05-17,0.0,2.99,639150,Vidas Salavejus
"['Action', 'RPG']",2017-05-15,0.0,2.99,555300,Deck13
"['Action', 'Adventure', 'Indie', 'RPG']",2017-05-17,0.0,9.99,600630,Luxorix Games
"['Early Access', 'Adventure', 'Action', 'Indie', 'Simulation', 'RPG', 'Rogue-like', 'VR']",,0.0,,616420,
"['Violent', 'Movie']",2017-02-07,0.0,2.99,634260,
['Action'],2017-05-15,0.0,19.99,627980,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"['Adventure', 'Indie', 'Casual', 'Strategy', 'VR']",,0.0,10.99,628820,
"['Action', 'Casual', 'Indie', 'Early Access']",2017-05-15,0.0,3.99,534780,"Surf Monster Studio,Kinn Chen,Vicky,Chih-Hsuan Huang"
"['Racing', 'Action', 'Indie', 'Casual', 'Simulation', 'Adventure', 'Puzzle', 'VR']",,0.0,9.99,594980,
['Simulation'],2017-05-16,0.0,29.99,636131,Jo Erlend Sund
"['Action', 'Adventure', 'Free to Play']",2018-03-30,0.0,,628410,L1gh7 (BriJee)
"['Free to Play', 'VR', 'Music']",,0.0,0.0,636930,
"['Free to Play', 'Casual', 'Indie', 'VR']",,0.0,0.0,569370,
"['Action', 'Indie', 'Strategy']",2017-05-16,0.0,7.99,605951,Ronimo Games
"['Adventure', 'Indie', 'Early Access']",2017-05-15,0.0,8.99,622540,Tephra Company
"['Action', 'Simulation', 'Strategy']",2017-05-16,0.0,11.99,601670,Bohemia Interactive
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2017-05-16,0.0,24.99,462440,Nvizzio Creations
['Strategy'],2017-05-16,0.0,4.99,616500,White Wizard Games
['RPG'],2017-05-16,0.0,4.99,548830,"MAGES. Inc.,5pb.,Experience Inc."
"['Action', 'Adventure', 'Indie', 'RPG']",2017-05-17,0.0,3.99,629370,"Electrocosmos,Syndrone"
"['Action', 'Adventure', 'Simulation']",1994-01-01,0.0,9.99,624080,Xatrix Entertainment
"['Violent', 'Movie']",2015-09-01,0.0,2.99,634310,
"['Adventure', 'Action', 'Casual', 'Indie', 'VR', 'Puzzle', 'Space', 'Puzzle-Platformer']",,0.0,2.99,484830,
"['Adventure', 'Casual', 'Indie']",2017-05-17,0.0,14.99,616740,Salvation
"['Adventure', 'Indie']",2017-05-17,0.0,6.99,639760,"Scntfc,Broken Rules"
"['Adventure', 'Casual', 'Indie']",2017-05-17,0.0,7.99,581270,Broken Rules
"['Action', 'Adventure', 'Indie', 'RPG']",2017-05-17,0.0,0.0,639030,Ludomotion
"['Design &amp; Illustration', 'Utilities', 'Early Access']",2017-05-18,0.0,4.99,630900,Illwinter Game Design
['Simulation'],2017-05-18,0.0,39.99,448198,Virtual New Haven Railroad
['Simulation'],2017-05-18,0.0,29.99,614009,"Sim-wings,Aerosoft GmbH"
"['Casual', 'VR']",,0.0,9.99,628450,
['Strategy'],2017-05-18,0.0,3.99,635340,Nomad Games
"['Indie', 'RPG', 'Strategy']",2017-05-18,0.0,24.99,464150,Pixelated Milk
"['Adventure', 'Indie', 'Strategy']",2017-05-18,0.0,3.99,616950,Warm Lamp Games
['RPG'],2017-05-16,0.0,4.99,548831,"MAGES. Inc.,5pb.,Experience Inc."
"['Casual', 'Simulation']",2017-05-16,0.0,11.99,590215,Ubisoft - San Francisco
['RPG'],2017-05-16,0.0,39.99,548810,"MAGES. Inc.,5pb.,Experience Inc."
"['Casual', 'Simulation']",2017-05-16,0.0,2.99,590216,Ubisoft - San Francisco
"['Casual', 'Simulation']",2017-05-16,0.0,2.99,590217,Ubisoft - San Francisco
"['Casual', 'Simulation']",2017-05-16,0.0,2.99,590218,Ubisoft - San Francisco
"['Indie', 'RPG', 'Strategy']",2017-05-15,0.0,4.99,636210,"SmiteWorks USA, LLC"
"['Casual', 'Simulation']",2017-05-16,0.0,2.99,590219,Ubisoft - San Francisco
"['Indie', 'RPG', 'Strategy']",2017-05-15,0.0,4.99,633020,"SmiteWorks USA, LLC"
"['Indie', 'RPG', 'Strategy']",2017-05-15,0.0,5.99,636780,"SmiteWorks USA, LLC"
['Casual'],2017-05-15,0.0,19.99,630690,Digital Theory Ltd.
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-15,0.0,29.99,635020,Trion Worlds
"['Indie', 'RPG', 'Strategy']",2017-05-15,0.0,9.99,629890,"SmiteWorks USA, LLC"
"['Adventure', 'Casual', 'Indie']",2017-05-15,0.0,2.99,344210,Liquid Flower
"['Indie', 'RPG']",2017-05-12,0.0,6.99,632740,Infernal Anvil Games
"['Action', 'RPG']",2017-05-15,0.0,39.99,378540,Deck13
"['Strategy', 'Action', 'Indie']",,0.0,,633150,
"['Adventure', 'Indie']",2017-05-12,0.0,2.99,599840,9 Eyes Game Studio
"['Adventure', 'Indie', 'RPG']",2014-12-12,0.0,4.99,633600,Choice of Games
['Casual'],2017-05-12,0.0,6.99,630390,rokaplay
"['Adventure', 'Indie', 'RPG']",2017-05-11,0.0,9.99,512060,DEVGRU-P
"['Action', 'Indie', 'VR', 'Shooter', 'Loot']",,0.0,11.99,529360,
"['Strategy', 'Indie', 'Casual', 'VR']",,0.0,9.99,455190,
"['Adventure', 'Indie', 'RPG']",2014-05-16,0.0,3.99,633580,Choice of Games
"['Action', 'Casual', 'Indie']",2017-05-11,0.0,5.99,602070,Tomatotrap
"['Adventure', 'Casual', 'Indie']",2017-05-11,0.0,4.99,461900,Cockroach Inc.
"['Violent', 'Movie', 'Nudity']",2016-03-08,0.0,2.99,634270,
"['Gore', 'Violent', 'Nudity', 'Sexual Content', 'Movie']",2016-11-15,0.0,2.99,634330,
"['Indie', 'RPG', 'Early Access']",2017-05-11,0.0,4.99,602560,"Artees,Trizton,Will Goss"
"['Action', 'Adventure', 'Indie']",2017-05-11,0.0,0.0,509880,xrrawva
"['Action', 'VR']",,0.0,5.99,572980,
"['Indie', 'RPG']",2017-05-11,0.0,1.99,614540,Will Goss
"['Gaming', 'Documentary']",2017-05-11,0.0,0.0,629150,
"['Indie', 'RPG', 'Simulation', 'Early Access']",2017-05-11,0.0,10.99,557330,Nullray Gaming
"['Adventure', 'Casual', 'Indie']",2017-05-10,0.0,0.99,636700,Teamomega
"['Action', 'Indie', 'Simulation', 'VR']",,0.0,2.99,635040,
['Simulation'],2017-05-12,0.0,24.99,636130,Omar Masroor
['Racing'],2017-05-12,0.0,7.99,580620,34BigThings srl
"['Casual', 'Indie']",2017-05-12,0.0,0.99,635780,Paleno Games
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",2016-02-19,0.0,0.0,589870,Light Bringer Games inc.
"['Action', 'Adventure', 'Indie', 'Simulation', 'Sports', 'Early Access']",2017-05-12,0.0,1.99,599990,"izzYFoxDev,Panda2U"
"['Casual', 'Indie']",2017-05-12,0.0,9.99,617430,Life a Little
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-05-12,0.0,3.99,607030,Warfare Studios
"['Action', 'Indie', 'Early Access']",2017-05-14,0.0,4.99,603610,Jollyfish Games
"['Action', 'Indie']",2017-05-15,0.5,2.99,546930,Racing Bros
['RPG'],2017-05-15,0.0,7.99,637030,Reality Pump Studios
"['Free to Play', 'Casual', 'Strategy', 'Sports', 'VR']",,0.0,0.0,631660,
['RPG'],2017-05-15,0.0,6.99,633963,Reality Pump Studios
['RPG'],2017-05-15,0.0,4.99,633960,Reality Pump Studios
['RPG'],2017-05-15,0.0,2.99,633961,Reality Pump Studios
"['Action', 'Adventure', 'RPG']",2017-05-15,0.0,6.99,604280,TopWare Interactive
"['Action', 'Indie']",2017-05-15,0.0,9.99,516790,Paper Cult
"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",2017-05-12,0.0,8.99,395940,Apar Games
"['Adventure', 'Indie']",2017-05-12,0.0,7.99,597700,IzHard
"['Adventure', 'Indie']",2017-05-12,0.0,2.99,635870,"Brokenkites,IzHard"
"['Action', 'Adventure', 'RPG']",2017-05-15,0.0,6.99,604290,TopWare Interactive
"['Action', 'Casual', 'Indie']",2017-05-11,0.0,9.99,563370,Tlakali Game Studio
"['Action', 'Free to Play', 'Indie', 'RPG']",2017-05-11,0.0,4.99,612550,8-Bit Studio
"['Action', 'Free to Play', 'Indie', 'RPG']",2017-05-11,0.0,11.99,613700,8-Bit Studio
"['Action', 'Free to Play', 'Indie', 'RPG']",2017-05-11,0.0,23.99,613710,8-Bit Studio
['Casual'],2017-05-11,0.0,6.99,630470,rokaplay
['Utilities'],2017-05-11,0.0,4.99,620050,Stardock
"['Adventure', 'Indie', 'Strategy']",2017-05-11,0.0,15.99,631990,"Michaela Laws,Ethan Nakashima"
"['Casual', 'VR']",,0.0,1.99,600580,
['Casual'],2017-05-10,0.0,6.99,629810,rokaplay
"['Action', 'Indie']",2017-05-10,0.0,0.0,631610,electrolyte
"['Adventure', 'Indie', 'RPG', 'Strategy']",2017-05-10,0.0,7.49,609970,Abbey Games
"['Action', 'Adventure', 'Indie', 'Simulation']",2016-06-29,0.0,2.99,628520,Nuostak
['Simulation'],2017-05-10,0.0,0.0,610050,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc."
"['Tutorial', 'Design & Illustration']",2017-05-10,0.0,5.99,624020,
['Indie'],2017-05-10,0.0,0.99,635580,GAMES FOR HUMANS
"['Audio Production', 'Utilities', 'Video Production']",2017-05-08,0.0,49.99,218760,"Acoustica, Inc."
"['360 Video', 'Movie']",,0.0,0.0,630980,
"['Documentary', 'Short', '360 Video', 'Cinematic']",,0.0,0.0,632280,
"['Movie', 'Fantasy', 'Sci-fi', 'Action-Adventure']",,0.0,0.0,633210,
"['360 Video', 'Episodic']",,0.0,0.0,630530,
"['360 Video', 'Movie', 'Documentary', 'Short']",,0.0,0.0,633140,
['360 Video'],,0.0,0.0,613220,
"['360 Video', 'Gore', 'Violent', 'VR']",,0.0,0.0,627320,
"['Action', '360 Video', 'Episodic']",,0.0,0.0,627290,
['Action'],2017-05-11,0.0,3.99,623131,Rebellion
['Action'],2017-05-11,0.0,9.99,623134,Rebellion
"['Early Access', 'Indie', 'Action', 'Simulation', 'VR', 'Adventure', 'Mystery', 'Singleplayer', 'Psychological Horror', 'Atmospheric', 'Cinematic', 'Dark']",,0.0,8.99,613790,
"['Indie', 'RPG', 'Strategy']",2017-05-10,0.0,2.99,615090,Badim
['Action'],2017-05-11,0.0,0.99,558835,Rebellion
['Action'],2017-05-11,0.0,4.99,623133,Rebellion
['Action'],2017-05-11,0.0,0.99,594450,Rebellion
"['Casual', 'Simulation', 'Indie', 'VR']",,0.0,6.99,619590,
['Action'],2017-05-11,0.0,3.99,623130,Rebellion
['Action'],2017-05-11,0.0,0.99,594460,Rebellion
['Action'],2017-05-11,0.0,3.99,623132,Rebellion
['Action'],2017-05-11,0.0,0.99,594454,Rebellion
['Action'],2017-05-11,0.0,0.99,594430,Rebellion
['Action'],2017-05-11,0.0,0.99,594440,Rebellion
['Action'],2017-05-11,0.0,0.99,594464,Rebellion
['Action'],2017-05-11,0.0,0.99,594433,Rebellion
['Action'],2017-05-11,0.0,0.99,558833,Rebellion
['Action'],2017-05-11,0.0,0.99,558830,Rebellion
['Action'],2017-05-11,0.0,0.99,558831,Rebellion
['Action'],2017-05-11,0.0,0.99,558836,Rebellion
['Action'],2017-05-11,0.0,0.99,594451,Rebellion
['Action'],2017-05-11,0.0,0.99,594453,Rebellion
['Action'],2017-05-11,0.0,0.99,594461,Rebellion
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",2017-05-10,0.0,14.99,617030,CodeBullet
"['Indie', 'Simulation', 'Strategy']",2017-05-10,0.0,14.99,416210,Plethora-Project LLC
['Action'],2017-05-11,0.0,0.99,594463,Rebellion
"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-05-10,0.0,4.99,617630,Tencent Games
"['Adventure', 'Indie']",2017-05-10,0.0,8.99,625370,DimleTeam
"['Indie', 'Casual', 'Simulation', 'VR']",,0.0,0.99,635190,
"['Indie', 'Casual', 'Action']",,0.0,0.99,608540,
['Simulation'],2017-05-11,0.0,14.99,629990,BusTrainz
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,0.0,9.99,629791,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,0.0,19.99,629792,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,0.0,39.99,629793,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,0.0,99.99,629794,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,0.0,4.99,629790,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,0.0,249.99,629795,CCP
"['Free to Play', 'Massively Multiplayer', 'RPG']",2017-05-09,0.0,499.99,629796,CCP
"['Early Access', 'Indie', 'Action', 'RPG']",,0.0,,599490,
"['Early Access', 'Casual', 'Sports']",,0.0,1.99,558750,
"['Adventure', 'Casual']",2017-05-05,0.0,9.99,629080,Mad Head Games
"['Adventure', 'Casual', 'Indie', 'Early Access']",2017-04-28,0.0,4.99,620580,Green Moss Game
['Indie'],2017-05-05,0.0,0.0,581120,StevenHarmonGames
"['Nudity', 'Sexual Content', 'Movie', 'Violent', 'Gore']",2017-05-02,0.0,4.99,632930,
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",2017-05-05,0.0,2.97,450860,SC Jogos
"['Casual', 'Indie']",2017-05-05,0.0,2.99,628460,ebi-hime
"['Casual', 'Indie']",2017-05-05,0.0,0.99,630340,ebi-hime
"['Indie', 'Simulation']",2017-05-05,0.0,9.99,635380,FeelThere
"['Action', 'Free to Play', 'Indie', 'Early Access']",2017-05-05,0.0,0.0,612610,Solid Patterns
"['Adventure', 'Free to Play', 'RPG', 'Strategy']",2017-05-05,0.0,0.0,591960,"Synapse Games,Chinzilla"
"['Action', 'Indie']",2017-05-05,0.0,4.99,634030,Nerdook Productions
"['Adventure', 'Indie', 'Simulation']",2017-05-26,0.0,4.99,617020,Borokai Studio
"['Design &amp; Illustration', 'Photo Editing']",2017-05-05,0.0,49.99,617580,NCH Software
"['Early Access', 'Music', 'Indie', 'Casual', 'Simulation', 'VR']",,0.0,19.99,609170,
"['Adventure', 'Free to Play', 'Indie']",2017-05-05,0.0,0.0,628700,Absorbed Studios
"['Action', 'Adventure', 'Indie']",2017-05-05,0.0,0.99,581670,Ardi Studio
"['Adventure', 'Casual', 'Indie', 'RPG']",2017-05-05,0.0,3.99,370660,Warfare Studios
"['Utilities', 'Video Production']",,0.0,9.99,632750,
"['Early Access', 'Action', 'Indie', 'Casual', 'Simulation', 'VR']",,0.0,4.99,616650,
"['Adventure', 'Indie']",2017-05-08,0.0,4.99,632870,No Brakes Games
"['Utilities', 'Video Production']",2017-05-08,0.0,9.99,632660,AVOlight
"['Casual', 'Indie']",2017-05-08,0.0,4.99,632510,David Schneider
"['Casual', 'Indie']",2017-05-08,0.0,0.99,574820,Casioqu
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2017-05-08,0.0,,468250,Con Artist Games
['RPG'],2017-05-08,0.0,1.99,620320,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,0.0,6.99,620326,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,0.0,1.99,620321,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,0.0,1.99,620322,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,0.0,1.99,620324,"KOEI TECMO GAMES CO., LTD."
['Sports'],2017-05-08,0.0,19.99,545270,Saber Interactive
['RPG'],2017-05-08,0.0,1.99,620323,"KOEI TECMO GAMES CO., LTD."
['RPG'],2017-05-08,0.0,1.99,620325,"KOEI TECMO GAMES CO., LTD."
"['Action', 'Casual', 'Indie']",2017-05-09,0.0,0.0,624390,MyST
"['Free to Play', 'Sports']",2017-05-09,0.0,,628870,Soccer Manager Ltd
"['Adventure', 'Casual']",2017-05-08,0.0,4.99,629280,bch waves studio
"['Simulation', 'Strategy']",2017-05-09,0.0,0.0,633310,Paradox Development Studio
"['Action', 'Casual', 'Indie']",2017-05-09,0.0,0.99,623580,"RCG,MyST"
"['Action', 'Indie', 'Early Access']",2017-05-07,0.0,8.99,616640,Brantisky Interactive
"['Adventure', 'Indie', 'Simulation', 'Early Access']",2017-05-09,0.0,3.99,397850,KAMAi MEDIA
"['Adventure', 'Casual', 'Simulation']",2017-05-08,0.0,9.99,623080,VisualArts/Key
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2017-05-08,0.0,4.99,502720,Michael Klaus Schmidt
"['Action', 'Adventure', 'Indie', 'RPG']",2017-05-05,0.0,1.99,631580,Rain Games
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2006-12-17,0.0,0.0,550900,WEBZEN Inc.
"['Action', 'Adventure', 'Indie', 'Simulation']",2017-05-08,0.0,4.99,440730,Racing Bros
"['Adventure', 'Casual', 'Indie']",2017-05-08,0.0,1.99,632210,"2Chance Projects,IIchan Eroge Team,DjSM"
"['Casual', 'Indie']",2017-05-04,0.0,9.99,633470,Leaning Tower Studio
"['Casual', 'Indie', 'Simulation', 'Early Access']",2017-05-04,0.0,14.99,394490,TouchTilt Games
"['Action', 'Adventure', 'Indie']",2017-01-10,0.0,9.99,543050,Akimbo Creations
"['Action', 'Indie', 'Casual', 'VR']",,0.0,14.99,566530,
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,551917,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,14.99,341040,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,9.99,551910,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,9.99,551911,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,551916,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,554371,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,,551913,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,553170,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,9.99,551912,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,553271,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,,551915,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,551918,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,,551914,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,547620,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,564890,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,554370,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,551919,Strategiae
"['Indie', 'Strategy']",2017-05-04,0.0,4.99,574964,Strategiae
"['Video Production', 'Web Publishing', 'VR', 'Free to Play', 'Indie']",,0.0,0.0,623970,
"['Education', 'Software Training', 'VR']",,0.0,0.0,630510,
"['Action', 'Free to Play']",2017-05-04,0.0,12.99,629330,Valve
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",2017-05-04,0.0,4.99,632650,Rodrigo Banzato
"['Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2017-05-04,0.0,3.99,606490,"Wix Games,MAD.com"
"['Action', 'Indie']",2017-05-05,0.0,11.99,525360,Coconut Island Studio
"['Action', 'Indie']",2017-05-04,0.0,3.99,619480,Xelphyre Games
,2017-05-05,0.0,5.99,630920,"Coconut Island Studio,Elecrystal Music"
['Simulation'],2017-05-05,0.0,19.99,614008,Aerosoft GmbH
